,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,5fb6bd6b00011801f20039ed1f6373516b4371,Повар-кондитер,Москва,34,Мужчина,"Повар, пекарь, кондитер",85000,10.9,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Русский — Родной', 'Английский — A1 — Начальный']",Работа в команде.
0,5fb9555900072027820039ed1f664242446431,Телохранитель/личный водитель/Начальник службы безопастности ,Симферополь,30,Мужчина,"['Охранник', 'Специалист службы безопасности', 'Специалист по информационной безопасности']",0,11.6,Неоконченное высшее образование,{'Russian': 'Native'},"['Внимание к различным нюансом и деталям', 'Уверенное владение оружием', 'Умение организовывать работу,планировать,принимать решения', 'Владение техникой рукопашного боя', 'Владение навыками коллективных действий', 'Русский — Родной']","Наличие pазpешения нa нoшениe травматичecкoгo oружия, наличие личногo тpавматичеcкoгo opужия .

Навыки: увеpенноe владeниe оpужием,  знаниe пpиемoв самooбоpоны; облaданиe быcтрой рeакциeй, бдитeльноcтью, cпocoбнoстью aнализиpовать ситуацию и сопоставлять факты,умeниe оказать пepвую мeдицинcкую пoмощь.Служба в спец.подразделении МВД.

Рост 185см, вес 105 кг; спортивное телосложение, хорошая  физическая форма,  презентабельный внешний вид, хорошие коммуникативные навыки.Вредных привычек не имею.Судимость отсутствует.

Личные качества: дисциплинированность, порядочность, честность, стрессоустойчивость, самообладание, исполнительность, пунктуальность. 

Конфиденциальность в работе.

Наличие водительского удостоверения и  личного а/м, опыт безаварийного вождения машин представительского класса,готовность к ненормированному рабочему дню."
0,5fcb6b89000124fd670039ed1f557979704258,Водитель автопогрузчика,Самара,42,Мужчина,"['Водитель', 'Машинист']",35000,1.7,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Русский — Родной', 'Английский — A1 — Начальный']",Высокое обучаемость.
0,5fe4142a0001b733880039ed1f6b763456664e,водитель,Усть-Каменогорск,0,Мужчина,Водитель,80000,26.3,Среднее специальное образование,{'Russian': 'Native'},Русский — Родной,"Ответственность, исполнительность , пунктуальность, отсутствие вредных привычек ."
0,5fe9a39d0006803b180039ed1f4b6745473673,Химик-технолог,Алматы,25,Женщина,"Научный специалист, исследователь",0,7,Высшее образование (Магистр),"{'Казахский': 'Родной', 'Английский': 'C2', 'Немецкий': 'A2', 'Русский': 'C2'}","['CorelDRAW', 'TESOL', 'TEFL', 'ESL', 'IELTS', 'Business English', 'Казахский — Родной', 'Английский — C2 — В совершенстве', 'Немецкий — A2 — Элементарный', 'Русский — C2 — В совершенстве']",Chemical Engineer with excellent leadership and problem-solving skills looking for a full-time position at a company that encourages growth and learning through a challenging and supportive environment.
0,6009179c00014e41910039ed1f655156353275,Кладовщик,Санкт-Петербург,57,Женщина,Кладовщик,50000,19.8,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Русский — Родной', 'Английский — A1 — Начальный']","Владение MS Word‚ 

Опыт приема‚ выдачи ТМЦ, ежедневный учет движения ТМЦ.

Опыт работы кладовщиком с промышленной группой товаров.

Коммуникабельна‚ обучаема."
0,602a288800065ea2670039ed1f52657a526f38,Водитель погрузчика,Челябинск,50,Мужчина,Водитель,0,14.7,Высшее образование,{'Russian': 'Native'},"['Исполнительность', 'Русский — Родной']","Аккуратный, опытный водитель погрузчика, электроштабелера Ричтрак.Опыт работы со стилажным оборудованием высота 12 метров. Работа с накладными и с ТСД "
0,605b57b10000ba51cc0039ed1f736563726574,Инженер по охране труда,Минск,41,Мужчина,"Инженер по охране труда и технике безопасности, инженер-эколог",0,19.2,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1', 'Белорусский': 'C2', 'Польский': 'A1'}","['Охрана труда', 'Организаторские навыки', 'Преподаватель', 'Обучение', 'Производственный контроль', 'Охрана труда и техника безопасности', 'Аудит системы управления охраной труда', 'Вводный инструктаж по охране труда и технике безопасности', 'Взаимодействие с органами государственного контроля', 'Организация безопасной эксплуатации оборудования', 'Разработка программ по предотвращению производственного травматизма', 'Разработка программ по улучшению условий труда', 'разработка инструкций по охране труда', 'Расследование несчастных случаев', 'Управленческие навыки', 'Деловое общение', 'Деловая переписка', '4 группа по электробезопасности', 'Русский — Родной', 'Английский — A1 — Начальный', 'Белорусский — C2 — В совершенстве', 'Польский — A1 — Начальный']","Открыто действующее ИП. Имеется свидетельство об аккредитации на оказание услуг по охране труда.
Навыки:
–	управление персоналом (в подчинении 5 сотрудников). Постановка задач, контроль выполнения;
–	опыт работы (общения) с организациями и людьми различного направления и социального статуса. Опыт работы с надзорными и регулирующими органами. Опыт «полевой» работы – выезд к заказчику, контроль объектов, проведение лабораторный измерений. Подготовка технической документации. Разработка уникальных документов. Обширная область контактов;
–	управление бизнес-процессами. Маркетинг, реклама. Переговоры. Ведение бухгалтерии (налоги, зарплаты, ФСЗН). Аккредитация лаборатории;
–	уверенный пользователь ПК, смартфонов и планшетов. Интернет, офис, деловая переписка, безопасность. Использование систем клиент-банк, интернет-банк. Проведение онлайн конференций и обучения;
–	4ая группа по электробезопасности;
–	проведение пожарно-технических минимумов; 
–	водитель автомобиля категории «В» и «С», наличие автомобиля (минивэн).
    Имею ряд статей в специализированных журналах по охране труда (более 20-ти). Опыт преподавательской деятельности в области охраны труда.
    Опыт работы в международных компаниях - ведение корпоративных форм отчетности и процедур, деловая переписка.
     Опыт работы по осуществлению контроля по выполнению требований охраны труда на строительных объектах Российской Федерации.
    Характер спокойный. Уравновешен. Умен. Быстрая скорость мышления и принятия решений, общая эрудированность. Самокритичен. Коммуникабелен. Стратегическое планирование и прогнозирование результатов. Многозадачность. Принятие собственных ошибок. Принципиальность.
   Обаятельный. Вежливый. Чувство юмора и такта."
0,6065ff38000347133d0039ed1f49684c643549,Фельдшер,Санкт-Петербург,32,Мужчина,Другое,100000,13.2,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Реанимационные мероприятия', 'Реаниматология', 'Скорая помощь', 'Компьютер', 'Driving Licence B', 'Безаварийное вождение', 'Русский — Родной', 'Английский — A1 — Начальный']","Грамотная четкая речь.
Опыт работы в частных медицинских организациях.
Опыт продаж.
Коммуникабельность."
0,606ab8bb0002ea47d80039ed1f564777386c61,Охранник 6 Разряд,Раменское,48,Мужчина,Охранник,0,16.5,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Охрана объекта', 'Взаимодействие с правоохранительными органами', 'Грамотная речь', 'Дисциплинированность', 'Русский — Родной', 'Английский — A1 — Начальный']",Ответственный имею свой травматический пистолет
0,6087d51a00037561250039ed1f544337567a4b,Помощник руководителя,Геранбой,32,Мужчина,"Секретарь, помощник руководителя, ассистент",1200,10.8,Высшее образование,"{'Азербайджанский': 'Родной', 'Английский': 'A1', 'Русский': 'C1'}","['MS Excel', 'MS Word', 'MS PowerPoint', 'Русский язык', 'Навыки оперативного поиска информации в сети интернет', 'Уверенный пользователь интернет', 'Умение выступать перед аудиторией', 'Стрессоустойчивость', 'Пунктуальность', 'Умение вести деловые переговоры/переписки', 'Желание развиваться/ карьера', 'Навыки управления персоналом', 'Организаторские навыки', 'Оперативность', 'Культура', 'Достижение поставленных целей', 'Целеустремленность', 'умение работать в команде', 'стремление к повышению своего профессионального уровня', 'Азербайджанский — Родной', 'Английский — A1 — Начальный', 'Русский — C1 — Продвинутый']","Личные качества: ответственность, коммуникабельность, пунктуальность, стрессоустойчивый, умение работать в команде, способность выступать перед аудиторией, организаторские способности.
- Уверенный пользователь интернета,  Microsoft office (Microsoft word, excel, power point), навыки оперативного поиска информации в сети интернет. 
Желание: развитие, карьера и благополучие.
- Профессиональный опыт:

1) В процессе обучения в университете участие на различных конференциях ""международного, на государственном уровне, регионального и городского значения"". Есть победы: 1,2,3 места (дипломы, грамоты, благодарственные письма, премии, приглашения). Портфолио имеется.

2) Прохождение преддипломной практики в ""Администрации Международного городского округа"". Адрес: РФ, Кемеровская область, город Междуреченск, Администрация Междуреченского городского округа, отдел по развитию предпринимательства. Должность - помощник руководителя отдела.

- Опыт: Магазин "" Спорт туризм рыбалка"". Адрес: Российская федерация, кемеровская область, город Междуреченск, пр. Коммунистический 38. Должность: менеджер по продажам (осуществлял прием, продажу и доставку товаров). Годы работы: 2011 - 2015 гг. Причина уволнения: военная служба.

Дополнительная информация:

-   Отношение к военной службе:  служба в Вооруженных силах Азербайджанской Республики: июль 2015 г.  -  июль 2016 г.
-  Участник второй Карабахской войны: Сентябрь 2020 г. - декабрь 2020 г.
"
0,60c49fd70001dfbb9d0039ed1f45764666524c,Режиссёр,Санкт-Петербург,49,Женщина,"['Дизайнер, художник', 'Режиссер, сценарист']",0,24,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B2', 'Испанский': 'A1', 'Немецкий': 'A1', 'Французский': 'C2'}","['Видеооформление мероприятий и интерьеров', 'Двухмерная анимация', 'Создание видеофильмов, клипов и презентаций', 'Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Испанский — A1 — Начальный', 'Немецкий — A1 — Начальный', 'Французский — C2 — В совершенстве']","
 2D анимация (работа с плёнкой, бескамерная анимация, графическая анимация, компьютерная мультипликация, перекладка). 
Ротоскопинг.
Раскадровка.
Видеооформление мероприятий.
Создание видео-инсталляций ( концепция и техническая реализация).
Знание программ Sony Vegas Pro, Adobe Photoshop, Adobe After Effects (базовое)
"
0,60fb15ac0004209dfa0039ed1f367a6c747079,Редактор,Москва,28,Женщина,"['Копирайтер, редактор, корректор', 'Режиссер, сценарист']",37000,4.1,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'A1'}","['Грамотная речь', 'Грамотность', 'Работа с документами', 'Пользователь ПК', 'Поиск информации в интернет', 'Организаторские навыки', 'создание слайд-шоу', 'Видеомонтаж', 'Консультативные продажи', '1С: Предприятие: Розница', 'Умение работать в команде', 'Опыт продаж', 'MS Excel', 'Умение планировать', 'Креативность', 'Навыки работы с возражениями', 'Обучение и развитие', 'Работа с людьми', 'Работа с оргтехникой', 'Обучение персонала', 'Русский — Родной', 'Английский — A1 — Начальный']","В последние годы проходила обучение в институте. Готова к самообучению и быстрому развитию в сфере деятельности. Обладаю навыками создания слайд-шоу под музыку, самостоятельно пишу рассказы, следовательно, навыки работы с текстами есть. Год проработала в сфере продаж на должности ""Консультант-кассир"", за время работы приобрела навыки работы в программе 1С: Предприятие: Розница. Занималась во время работы административной деятельностью: обучение новых сотрудников, работа с документацией ( кассовая книга и приходный кассовый ордер), приёмка товара. Склонна к быстрому восприятию и обработке информации.

Второй опыт работы - консультант в банке. Консультирование по продуктам, помощь в решении финансовых вопросов клиентам. Работа в режиме многозадачности

Третий опыт работы - на почте России. Консультирование клиентов, прием и выдача отправлений, почтовых переводов, работа с кассой ( прием оплаты за услуги), прием и распределение отправлений на складе."
0,610b50bc0008aaa6640039ed1f3951346f6b59,Главный специалист (Отопление,Санкт-Петербург,58,Мужчина,Другое,100000,30.4,Высшее образование (Магистр),"{'Сербский': 'Родной', 'Английский': 'B2', 'Русский': 'C2'}","['Инженерные системы', 'Монтаж инженерных систем', 'Производство пусконаладочных работ', 'Взаимодействие с разрешительными органами', 'Проектирование', 'AutoCAD', 'Ведение переговоров', 'Управление персоналом', 'Руководство коллективом', 'Управление проектами', 'Организаторские навыки', 'Работа в команде', 'Деловая коммуникация', 'Сербский — Родной', 'Английский — B2 — Средне-продвинутый', 'Русский — C2 — В совершенстве']","Участник XXIII конгресса Отопление Холодоснабжение и Климатизация в Белграде: «Анализ расчета теплопотер от инфильтрации воздуха согласно DIN1959 и DIN1983»
Уверенный пользователь ACAD 2D, 3D (машиностроение), REVIT архитектура, MagiCAD, Microsoft Office, Microsoft Access,Microsoft Project, пользователь 1C

Вид на жительство (бессрочный)."
0,611013be00039bd47d0039ed1f4f7468617538,Водитель автомобиля,Орехово-Зуево,49,Мужчина,Водитель,80000,24.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Вождение автомобилей представительского класса', 'Сопровождение клиентов', 'Безаварийное вождение', 'водительское удостоверение В С Д Е', 'Русский — Родной', 'Английский — A1 — Начальный']",No information
0,6148312f000805846c0039ed1f38513179326c,Машинист компрессорных установок,Минск,56,Мужчина,Машинист,1999,8.9,Высшее образование,{'Russian': 'Native'},"['Пользователь ПК', 'Умение работать в команде', 'Добросовестность', 'Работа с оргтехникой', 'Водительское удостоверение категории B', 'Деловое общение', 'Поиск информации в интернет', 'Грамотность', 'Эксплуатация', 'Контроль исправности оборудования', 'Русский — Родной']",Без в/п. Всю жизнь проживаю в Минске. Жильём обеспечен. Хобби: дача и авто.
0,6164941300028f0ae40039ed1f4b34597a717a,Управляющий,Казань,37,Женщина,Другое,70000,12.9,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['- Знание специфики розничных продаж;', '- Навыки управления людьми;', '- Умение работать на результат', '- Средний уровень знания английского языка;', 'Русский — Родной', 'Английский — A1 — Начальный']","Целеустремленность, активность, общительность, инициативность. Способность работать с большим объемом информации. Развитые организаторские способности, умение работать в команде. Быстро обучаюсь. Уверенный пользователь ПК (Все офисные программы, 1С). Развитые коммуникативные навыки, способность аргументировать свою позицию. Открытие магазина при передачи в другую компанию.
Открытие 2 магазинов с нуля"
0,616a081e000372d0580039ed1f423937556667,менеджер,Казань,24,Женщина,Офис-менеджер,50000,3.1,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'A2'}","['MS Office', 'Консультант плюс', 'Гарант плюс', 'Мой арбитр', 'CRM', 'SMM', 'Написание текстов', 'Социальные сети', 'работа со статистикой', 'Наполнение контентом', 'Копирайтинг', 'Деловая переписка', 'Ведение групп в социальных сетях', 'Internet Marketing', 'Интернет-реклама', 'Интернет маркетинг', 'Реклама', 'Social Media Marketing', 'Анализ данных', 'Проведение рекламных кампаний', 'Монтаж видео', 'Таргет', 'Google Docs', 'Составление отчетности', 'конкурентный анализ', 'Воронка продаж', 'Упаковка аккаунта', 'Русский — Родной', 'Английский — A2 — Элементарный']","Выпускница юридического факультета, уголовно-правовой дисциплины, с опытом работы с людьми. 
Имею навыки проведения презентаций и опыт работы с холодными продажами.
Окончила курсы по SMM, разбираюсь в продвижении через телеграмм, ВК, инстаграм и фейсбук"
0,616f5b410001eada0d0039ed1f5477556c4f4d,Продавец-консультант,Домодедово,50,Мужчина,"['Мерчандайзер', 'Промоутер']",0,13,Образование,{'Russian': 'Native'},"['Мерчандайзинг', 'Активные продажи', 'Прямые продажи', 'Пополнение товарных запасов', 'Выкладка товаров', 'Обучение персонала', 'Консультативные продажи', 'Работа в команде', 'Русский — Родной']","Холост(детей нет),алкоголь не употребляю,не курящий,водительское удостоверение категории- В(стаж вождения более 3-х лет),опыт работы в торговле,в сфере активных продаж более 10 лет.Имеется санкнижка."
0,61783c6f0002e297320039ed1f426e766a4672,Coating,Актау,33,Мужчина,Другое,0,10.2,Высшее образование,"{'Казахский': 'Родной', 'Английский': 'C2', 'Русский': 'C2'}","['Контроль качества', 'Технический контроль производства', 'Производственный контроль', 'Казахский — Родной', 'Английский — C2 — В совершенстве', 'Русский — C2 — В совершенстве']","Коммуникабельность;

Умение работать с людьми; 

Склонность к самообразованию;

Инициативность;

Высокое чувство ответственности; 

Системность, умение работать в команде; 

Опытный пользователь Microsoft office (Word, Excel)

Имеется права на категорию ""В"".Стаж 8 лет."
0,6199e3470004cd0ef40039ed1f585750666658,Персональный водитель,Москва,54,Мужчина,Водитель,70000,33.4,Среднее специальное образование,{'Russian': 'Native'},"['Аккуратное, безаварийное вождение', 'Пользователь ПК', 'Водительское удостоверение категории B', 'Безаварийное вождение', 'Вождение автомобилей представительского класса', 'Умение работать в коллективе', 'Навыки работы с первичной документацией', 'Водительское удостоверение категории A', 'Русский — Родной']","Водительский стаж с 1990г., без лишения ВУ, безаварийное вождение.Пунктуальный, аккуратный,честный,порядочный без вредных привычек.(не курю и не употребляю спиртное).
Плавный и уверенный стиль вождения.
Хорошее знание Москвы и области(без навигатора).
Уверенное пользование всеми нужными приложениями(навигатор,штрафы,парковки и т.д.).
Хорошее знание авторынка(марки машин,цены,характеристики,сильные и слабые стороны, неисправности,ремонт).
Привык содержать все авто в идеально чистом состоянии и технической исправности.


"
0,61a2fd990008f2e2320039ed1f736f3852484e,Директор по общим вопросам,Москва,0,Женщина,Менеджер/руководитель АХО,300000,21.6,Высшее образование,{'Russian': 'Native'},"['Выполнение поставленных задач, реализация проектов, формирование команды, подготовка кадров', 'Оптимизация бизнес процессов, формирование нормативной базы организации', 'Создание системы контроля исполнения', 'Русский — Родной']","Работоспособность, стрессоустойчивость, ответственность, мобильность, умение работать в ситуации многозадачности, умение обучать, создавать команду и работать в команде, сбалансированная инициативность."
0,61e4a29c00087ff98f0039ed1f463066467457,Редактор-переводчик,Москва,27,Мужчина,"['Журналист, корреспондент', 'Копирайтер, редактор, корректор', 'Научный специалист, исследователь', 'Переводчик']",80000,8.4,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1', 'Корейский': 'B2'}","['Ответственность', 'Стрессоустойчивость', 'Организаторские навыки', 'Пользователь ПК', 'Деловая переписка', 'Английский язык', 'Грамотная речь', 'Грамотность', 'усидчивость', 'Деловое общение', 'Работа в команде', 'Работа с большим объемом информации', 'Проведение презентаций', 'MS PowerPoint', 'Internet', 'Телефонные переговоры', 'Преподаватель', 'Корейский язык', 'Навыки презентации', 'артистичность', 'творческие навыки', 'Рерайтинг', 'Журналистика', 'Редактирование текстов', 'Редактирование текстов на иностранном языке', 'Adobe Photoshop', 'Adobe Premier', 'Русский — Родной', 'Английский — C1 — Продвинутый', 'Корейский — B2 — Средне-продвинутый']","- Легкая адаптация к новым условиям;
- Ответственность;
- Стрессоустойчивость;
- Хорошие организаторские навыки; 
- Грамотная письменная и устная речь;
- Безупречное знание правил орфографии и пунктуации русского английского и корейского языков;
- Ведение деловой переписки;
- Усидчивость;"
0,61f0541d0006ec96310039ed1f3643514e4f4c,Юрист,Псков,32,Женщина,Юрист,150000,10.3,Высшее образование,"{'Русский': 'Родной', 'Немецкий': 'A2'}","['Делопроизводство', 'Деловая переписка', 'Документооборот', 'Обеспечение жизнедеятельности офиса', 'Ведение переговоров', 'Пользователь ПК', 'Деловое общение', 'Организация встреч', 'Организация деловых поездок', 'Административная поддержка руководителя', 'Организация работы приемной', 'Управление персоналом', 'Электронный документооборот', 'Организаторские навыки', 'Прием посетителей', 'Контроль исполнения решений', 'Телефонные переговоры', 'Деловая коммуникация', 'Работа в команде', 'Грамотная речь', 'Планирование рабочего дня руководителя', 'Подготовка презентаций', 'Проведение презентаций', 'Русский — Родной', 'Немецкий — A2 — Элементарный']","Лауреат регионального конкурса «Лучший государственный гражданский служащий Псковской области» в 2023 году.
Являюсь полуфиналистом регионального кадрового конкурса ""ЛИДЕР ГОДА 2022"". В 2022 году награждена благодарственным письмом Центра управления регионом Псковской области по ведению и наполнению официального сайта и групп в социальных сетях. 
Я умело осуществляю деятельность по формированию, реализации и развитию политики организации в области связей с общественностью. Безошибочно определяю основные направления ее реализации, обеспечивая концентрацию на этих направлениях усилий сотрудников.
Мой профессионализм с особой яркостью проявился в осуществлении представительских функций при взаимодействии со средствами массовой информации, государственными, муниципальными, общественными и коммерческими организациями. 
Особым профессиональным достижением считаю реализацию ряда проектов, таких как серия научно - популярных фильмов о 10 компонентах номинации «Храмы Псковской архитектурной школы», научно-образовательный проект «Псковская архитектурная школа», победа в городском фотоконкурсе для профессионалов и любителей ""Храмы Псковской архитектурной школы - люди и храмы"". Провела успешные переговоры для реализации указанных проектов.
Мною была подготовлена и отправлена заявка на выдвижение проекта «Храмы Псковской архитектурной школы» на получение национальной премии «Хрустальный компас» от Псковской области. По итогам зрительского голосования проект получил 4 место по всей Российской Федерации в номинации «Признание общественности». 
В рамках общественной деятельности награждена памятной медалью ""За бескорыстный вклад в организацию Общероссийской акции взаимопомощи ""МыВместе"" и грамотой Президента Российской Федерации В.В.Путина. "
0,6224da41000528c8280039ed1f656d4f714733,Мидл-маркетолог,Финляндия,42,Женщина,"['Менеджер по персоналу', 'Менеджер по продажам, менеджер по работе с клиентами', 'Маркетолог-аналитик', 'Менеджер по работе с партнерами']",120000,19.7,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B2', 'Итальянский': 'A1', 'Немецкий': 'A2', 'Финский': 'B1'}","['Анализ рынка', 'MS PowerPoint', 'Сбор и анализ информации', 'Ценообразование', 'Маркетинговый анализ', 'Креативность', 'Анализ конкурентной среды', 'Разработка концепции', 'Бизнес-консультирование', 'Грамотная речь', 'нейросети', 'Canva', 'MS Excel', 'Excel', 'Тексты', 'Копирайтинг', 'Мониторинг рынка', 'Google Docs', 'Деловое общение', 'Аналитическое мышление', 'Чувство стиля', 'Ценовая политика', 'Навыки межличностного общения', 'конкурентный анализ', 'Бренд-менеджмент', 'Маркетинговые коммуникации', 'CustDev', 'Недвижимость', 'Переговоры', 'Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Итальянский — A1 — Начальный', 'Немецкий — A2 — Элементарный', 'Финский — B1 — Средний']","Профессиональные интересы: маркетинг и анализ, продажи, управление персоналом, психология общения; 

Творческая личность (в свободное время даю уроки игры на фортепиано, консультирую (психология), рисую, пишу стихи, осваиваю различные направления в творчестве (каллиграфия, акварель, скетчи, вышивка и пр.))"
0,627108fc00044b23950039ed1f68704777445a,Руководитель транспортного отдела. Начальник гаража- Автоколонны. Руководитель филиала,Артем,51,Мужчина,"['Инженер по эксплуатации', 'Руководитель отдела логистики', 'Генеральный директор, исполнительный директор (CEO)', 'Руководитель филиала', 'Технический директор (CTO)']",0,14.4,Высшее образование,{'Russian': 'Native'},"['Обучаемость', 'Профессионализм', 'Русский — Родной']","Командный игрок. Мне интересен процесс развития предприятия, формирования управленческой команды, повышение квалификационного уровня сотрудников. Достигаю поставленных целей. Умею ставить задачи и контролировать процесс выполнения. Умею принимать решения и нести ответственность за принятие решений. Умею расставлять приоритеты, определять цели и задачи на выполнение.

Ответственность, коммуникабельность, стрессоустойчивость, дисциплинированность, инициативность, высокая работоспособность,ан­алитический склад ума, здоровый образ жизни."
0,62d3f18800046381f00039ed1f4153654b4d35,Designer,Атырау,29,Женщина,Другое,0,5.8,Высшее образование (Бакалавр),"{'Казахский': 'Родной', 'Английский': 'B1', 'Русский': 'C2'}","['Компас-3D', 'Английский язык', 'Tekla Structures', 'Работа в команде', 'MS Office', 'MS Outlook', 'Организаторские навыки', 'AutoCAD 2D/3D', 'MicroStation', 'BricsCAD', 'MS PowerPoint', 'Казахский — Родной', 'Английский — B1 — Средний', 'Русский — C2 — В совершенстве']","Have good verbal and written communication skills, detail-oriented, operates with a sense of urgency, ability to meet deadlines and manage critical priorities"
0,62fa45a80002c541440039ed1f644c664e3444,Ведущий специалист по работе с клиентами,Москва,46,Женщина,"['Менеджер по работе с партнерами', 'Менеджер по продажам, менеджер по работе с клиентами']",100000,21,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Работа в команде', 'Организаторские навыки', 'Деловое общение', 'Управление персоналом', 'Деловая коммуникация', 'Документооборот', 'Грамотность', 'Умение работать в команде', 'Пользователь ПК', 'Грамотная речь', 'Работа с оргтехникой', 'Работа с большим объемом информации', 'Руководство коллективом', 'Делопроизводство', 'Internet', 'MS PowerPoint', 'Водительское удостоверение категории B', 'Ведение клиентской базы', 'Составление договоров', 'Ведение отчетности', 'работа с текущей базой клиентов', 'Заключение договоров', 'Ответственность', 'Работа с клиентами', 'Клиентоориентированность', 'Коммуникабельность', 'MS Word', 'MS Excel', 'Работоспособность', 'Обучаемость', 'Русский — Родной', 'Английский — A1 — Начальный']","• опыт руководящей работы 6 лет;
• знание технологий и процедур обслуживания, наличие опыта работы в сервисном обслуживании;
• умение оперативно принимать решение в сложных ситуациях;
•  опыт разработки систем мотивации, а также предложений по улучшению качества услуг;
• внимательность, ответственность, исполнительность;
• умение работать в команде;
• стрессоустойчивость;
• хорошие коммуникативные навыки;
• целеустремленность, способность достигать результатов;
• обучаемость;
• желание развиваться в любом направлении"
